country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category
France,Saint Medard En Jalles,35,Good,1,Good,31,Good,2,Good,35,Good
France,Montreuil,30,Good,1,Good,28,Good,2,Good,30,Good
France,Villeneuve La Garenne,31,Good,1,Good,28,Good,2,Good,31,Good
France,Livry Gargan,51,Moderate,1,Good,21,Good,5,Good,51,Moderate
France,Longjumeau,53,Moderate,1,Good,18,Good,6,Good,53,Moderate
France,Loos,38,Good,1,Good,23,Good,3,Good,38,Good
France,Tarbes,33,Good,1,Good,33,Good,0,Good,15,Good
France,Vire,52,Moderate,1,Good,36,Good,1,Good,52,Moderate
France,Graulhet,52,Moderate,1,Good,39,Good,1,Good,52,Moderate
France,Grenoble,50,Good,2,Good,50,Good,1,Good,40,Good
France,Henin Beaumont,50,Good,1,Good,38,Good,1,Good,50,Good
France,La Garde,49,Good,1,Good,49,Good,4,Good,39,Good
France,Le Havre,51,Moderate,1,Good,41,Good,0,Good,51,Moderate
France,Matoury,19,Good,0,Good,19,Good,0,Good,19,Good
France,Maurepas,72,Moderate,1,Good,40,Good,2,Good,72,Moderate
France,Moissac,40,Good,1,Good,40,Good,0,Good,39,Good
France,Draguignan,57,Moderate,1,Good,57,Moderate,1,Good,38,Good
France,Caen,55,Moderate,1,Good,37,Good,1,Good,55,Moderate
France,Cannes,61,Moderate,1,Good,61,Moderate,1,Good,42,Good
France,Aurillac,60,Moderate,1,Good,40,Good,0,Good,60,Moderate
France,Saint Ouen,69,Moderate,1,Good,45,Good,1,Good,69,Moderate
France,Blois,34,Good,1,Good,29,Good,3,Good,34,Good
France,Auch,44,Good,1,Good,32,Good,2,Good,44,Good
France,Bagneux,72,Moderate,2,Good,20,Good,6,Good,72,Moderate
France,Concarneau,51,Moderate,1,Good,43,Good,1,Good,51,Moderate
France,Frontignan,48,Good,1,Good,37,Good,0,Good,48,Good
France,Hem,38,Good,1,Good,23,Good,3,Good,38,Good
France,Herouville Saint Clair,40,Good,1,Good,28,Good,3,Good,40,Good
France,Faaa,29,Good,0,Good,29,Good,0,Good,15,Good
France,Fontenay Aux Roses,50,Good,1,Good,20,Good,5,Good,50,Good
France,Dreux,39,Good,1,Good,18,Good,3,Good,39,Good
France,Aulnay Sous Bois,68,Moderate,1,Good,21,Good,5,Good,68,Moderate
France,Haguenau,45,Good,1,Good,33,Good,3,Good,45,Good
France,Hautmont,58,Moderate,1,Good,26,Good,5,Good,58,Moderate
France,Fort De France,136,Unhealthy for Sensitive Groups,1,Good,26,Good,0,Good,136,Unhealthy for Sensitive Groups
France,Laon,59,Moderate,1,Good,28,Good,3,Good,59,Moderate
France,Sin Le Noble,51,Moderate,1,Good,24,Good,5,Good,51,Moderate
France,Soisy Sous Montmorency,61,Moderate,1,Good,25,Good,4,Good,61,Moderate
France,Sannois,67,Moderate,1,Good,22,Good,5,Good,67,Moderate
France,Strasbourg,51,Moderate,2,Good,30,Good,4,Good,51,Moderate
France,Denain,59,Moderate,1,Good,32,Good,3,Good,59,Moderate
France,Thiais,55,Moderate,1,Good,18,Good,6,Good,55,Moderate
France,Plerin,30,Good,0,Good,30,Good,1,Good,24,Good
France,Le Grand Quevilly,42,Good,1,Good,23,Good,3,Good,42,Good
France,Manosque,68,Moderate,1,Good,37,Good,2,Good,68,Moderate
France,Gueret,38,Good,1,Good,27,Good,1,Good,38,Good
France,Fourmies,34,Good,1,Good,24,Good,3,Good,34,Good
France,Gagny,30,Good,1,Good,28,Good,2,Good,30,Good
France,Jouy Le Moutier,33,Good,1,Good,27,Good,2,Good,33,Good
France,Fontaine,28,Good,3,Good,7,Good,18,Good,28,Good
France,Riorges,51,Moderate,1,Good,30,Good,1,Good,51,Moderate
France,Ris Orangis,70,Moderate,2,Good,27,Good,7,Good,70,Moderate
France,Mions,36,Good,1,Good,26,Good,2,Good,36,Good
France,Noeux Les Mines,31,Good,0,Good,29,Good,1,Good,31,Good
France,Noisy Le Grand,30,Good,1,Good,28,Good,2,Good,30,Good
France,Mantes La Jolie,30,Good,0,Good,28,Good,1,Good,30,Good
France,Mahina,25,Good,0,Good,25,Good,0,Good,14,Good
France,Crepy En Valois,62,Moderate,1,Good,48,Good,0,Good,62,Moderate
France,Aubergenville,64,Moderate,1,Good,25,Good,4,Good,64,Moderate
France,Bourg En Bresse,30,Good,1,Good,30,Good,1,Good,18,Good
France,Brive La Gaillarde,37,Good,1,Good,37,Good,1,Good,30,Good
France,Annecy,110,Unhealthy for Sensitive Groups,2,Good,16,Good,5,Good,110,Unhealthy for Sensitive Groups
France,Annoeullin,46,Good,1,Good,25,Good,5,Good,46,Good
France,Argentan,53,Moderate,1,Good,29,Good,2,Good,53,Moderate
France,Chalette Sur Loing,59,Moderate,2,Good,21,Good,5,Good,59,Moderate
